ts,frame_hex,u16_1_2,u16_3_4,u16_5_6,u16_7_8,u16_9_10,u16_11_12,u16_13_14,u16_15_16,u16_17_18,u16_19_20,u16_21_22,u16_23_24,u16_25_26,u16_27_28,u16_29_30,u16_31_32,u16_33_34
2026-08-05T02:04:47.488975+00:00,a55a25821000147e03cf00290003004f0027002400000ccf00000001000100350001000100010000,5246,975,41,3,79,39,36,0,3279,0,1,1,53,1,1,1,0
2026-08-05T02:04:47.990920+00:00,a55a25821000147d03cf001f0003004f0027002400000ccf00000001000100330001000100010000,5245,975,31,3,79,39,36,0,3279,0,1,1,51,1,1,1,0
2026-08-05T02:04:48.593198+00:00,a55a25821000147e03d300200003004f0027002400000ccf00000001000100340001000100010000,5246,979,32,3,79,39,36,0,3279,0,1,1,52,1,1,1,0
2026-08-05T02:04:49.195587+00:00,a55a25821000147e03cf00210003004f0027002400000ccf00000001000100350001000100010000,5246,975,33,3,79,39,36,0,3279,0,1,1,53,1,1,1,0
2026-08-05T02:04:49.697514+00:00,a55a25821000147f03cf00220003004f0027002400000ccf00000001000100330001000100010000,5247,975,34,3,79,39,36,0,3279,0,1,1,51,1,1,1,0
2026-08-05T02:04:50.299811+00:00,a55a25821000147f03cf00230003004f0027002400000cd000000001000100340001000100010000,5247,975,35,3,79,39,36,0,3280,0,1,1,52,1,1,1,0
2026-08-05T02:04:50.901967+00:00,a55a25821000147f03cf00240003004f0027002400000cd000000001000100350001000100010000,5247,975,36,3,79,39,36,0,3280,0,1,1,53,1,1,1,0
2026-08-05T02:04:51.403928+00:00,a55a25821000148003cf00250003004f0027002400000cd000000001000100330001000100010000,5248,975,37,3,79,39,36,0,3280,0,1,1,51,1,1,1,0
2026-08-05T02:04:52.006105+00:00,a55a25821000148003cf00260003004f0027002400000cd000000001000100340001000100010000,5248,975,38,3,79,39,36,0,3280,0,1,1,52,1,1,1,0
2026-08-05T02:04:52.608372+00:00,a55a25821000148003cf00270003004f0027002400000cd000000001000100350001000100010000,5248,975,39,3,79,39,36,0,3280,0,1,1,53,1,1,1,0
2026-08-05T02:04:53.110345+00:00,a55a25821000148003cf00280003004f0027002400000cd000000001000100330001000100010000,5248,975,40,3,79,39,36,0,3280,0,1,1,51,1,1,1,0
2026-08-05T02:04:53.712415+00:00,a55a25821000148103d300290003004f0027002400000cd100000001000100340001000100010000,5249,979,41,3,79,39,36,0,3281,0,1,1,52,1,1,1,0
2026-08-05T02:04:54.314545+00:00,a55a25821000148103cf001f0003004f0027002400000cd100000001000100350001000100010000,5249,975,31,3,79,39,36,0,3281,0,1,1,53,1,1,1,0
2026-08-05T02:04:54.816542+00:00,a55a25821000148103cf00200003004f0027002400000cd100000001000100330001000100010000,5249,975,32,3,79,39,36,0,3281,0,1,1,51,1,1,1,0
2026-08-05T02:04:55.418892+00:00,a55a25821000148203d600210003004f0027002400000cd200000001000100340001000100010000,5250,982,33,3,79,39,36,0,3282,0,1,1,52,1,1,1,0
2026-08-05T02:04:56.021063+00:00,a55a25821000148203d600220003004f0027002400000cd100000001000100350001000100010000,5250,982,34,3,79,39,36,0,3281,0,1,1,53,1,1,1,0
2026-08-05T02:04:56.522925+00:00,a55a25821000148203c800230003004f0027002400000cd200000001000100330001000100010000,5250,968,35,3,79,39,36,0,3282,0,1,1,51,1,1,1,0
2026-08-05T02:04:57.208631+00:00,a55a25821000148203d300240003004f0027002400000cd200000001000100340001000100010000,5250,979,36,3,79,39,36,0,3282,0,1,1,52,1,1,1,0
2026-08-05T02:04:57.710467+00:00,a55a25821000148303d300250003004f0027002400000cd200000001000100350001000100010000,5251,979,37,3,79,39,36,0,3282,0,1,1,53,1,1,1,0
2026-08-05T02:04:58.212272+00:00,a55a25821000148303c800260003004e0027002400000cd200000001000100330001000100010000,5251,968,38,3,78,39,36,0,3282,0,1,1,51,1,1,1,0
2026-08-05T02:04:58.814490+00:00,a55a25821000148403cc00270003004e0027002400000cd300000001000100340001000100010000,5252,972,39,3,78,39,36,0,3283,0,1,1,52,1,1,1,0
2026-08-05T02:04:59.417243+00:00,a55a25821000148403cc00280003004e0027002400000cd300000001000100350001000100010000,5252,972,40,3,78,39,36,0,3283,0,1,1,53,1,1,1,0
2026-08-05T02:04:59.919029+00:00,a55a25821000148403cf00290003004e0027002400000cd300000001000100330001000100010000,5252,975,41,3,78,39,36,0,3283,0,1,1,51,1,1,1,0
2026-08-05T02:05:00.521034+00:00,a55a25821000148403cf001f0003004e0027002400000cd300000001000100340001000100010000,5252,975,31,3,78,39,36,0,3283,0,1,1,52,1,1,1,0
2026-08-05T02:05:01.123361+00:00,a55a25821000148403cf00200003004e0027002400000cd300000001000100350001000100010000,5252,975,32,3,78,39,36,0,3283,0,1,1,53,1,1,1,0
2026-08-05T02:05:01.725526+00:00,a55a25821000148503cf00210003004e0027002400000cd300000001000100330001000100010000,5253,975,33,3,78,39,36,0,3283,0,1,1,51,1,1,1,0
2026-08-05T02:05:02.227364+00:00,a55a25821000148503d300220003004e0027002400000cd400000001000100340001000100010000,5253,979,34,3,78,39,36,0,3284,0,1,1,52,1,1,1,0
2026-08-05T02:05:02.829581+00:00,a55a25821000148503d300230003004e0027002400000cd300000001000100350001000100010000,5253,979,35,3,78,39,36,0,3283,0,1,1,53,1,1,1,0
2026-08-05T02:05:03.431834+00:00,a55a25821000148603d300240003004e0027002400000cd400000001000100330001000100010000,5254,979,36,3,78,39,36,0,3284,0,1,1,51,1,1,1,0
2026-08-05T02:05:03.933766+00:00,a55a25821000148603cf00250003004e0027002400000cd400000001000100340001000100010000,5254,975,37,3,78,39,36,0,3284,0,1,1,52,1,1,1,0
2026-08-05T02:05:04.535813+00:00,a55a25821000148603cf00260003004e0027002400000cd400000001000100350001000100010000,5254,975,38,3,78,39,36,0,3284,0,1,1,53,1,1,1,0
2026-08-05T02:05:05.037923+00:00,a55a25821000148603d300270003004e0027002400000cd400000001000100330001000100010000,5254,979,39,3,78,39,36,0,3284,0,1,1,51,1,1,1,0
2026-08-05T02:05:05.640086+00:00,a55a25821000148703d300280003004e0027002400000cd500000001000100340001000100010000,5255,979,40,3,78,39,36,0,3285,0,1,1,52,1,1,1,0
2026-08-05T02:05:06.242209+00:00,a55a25821000148703d300290003004e0027002400000cd400000001000100350001000100010000,5255,979,41,3,78,39,36,0,3284,0,1,1,53,1,1,1,0
2026-08-05T02:05:06.743959+00:00,a55a25821000148803cc001f0003004e0027002400000cd500000001000100330001000100010000,5256,972,31,3,78,39,36,0,3285,0,1,1,51,1,1,1,0
2026-08-05T02:05:07.329658+00:00,a55a25821000148803d300200003004e0027002400000cd500000001000100340001000100010000,5256,979,32,3,78,39,36,0,3285,0,1,1,52,1,1,1,0
2026-08-05T02:05:07.932076+00:00,a55a25821000148803d300210003004e0027002400000cd500000001000100350001000100010000,5256,979,33,3,78,39,36,0,3285,0,1,1,53,1,1,1,0
2026-08-05T02:05:08.534287+00:00,a55a25821000148803d300220003004e0027002400000cd600000001000100330001000100010000,5256,979,34,3,78,39,36,0,3286,0,1,1,51,1,1,1,0
2026-08-05T02:05:09.036162+00:00,a55a25821000148903cf00230003004e0027002400000cd600000001000100340001000100010000,5257,975,35,3,78,39,36,0,3286,0,1,1,52,1,1,1,0
2026-08-05T02:05:09.638363+00:00,a55a25821000148903cf00240003004e0027002400000cd600000001000100350001000100010000,5257,975,36,3,78,39,36,0,3286,0,1,1,53,1,1,1,0
2026-08-05T02:05:10.240454+00:00,a55a25821000148903cf00250003004e0027002400000cd600000001000100330001000100010000,5257,975,37,3,78,39,36,0,3286,0,1,1,51,1,1,1,0
2026-08-05T02:05:10.742405+00:00,a55a25821000148903cc00260003004e0027002400000cd600000001000100340001000100010000,5257,972,38,3,78,39,36,0,3286,0,1,1,52,1,1,1,0
2026-08-05T02:05:11.344726+00:00,a55a25821000148a03cc00270003004e0027002400000cd600000001000100350001000100010000,5258,972,39,3,78,39,36,0,3286,0,1,1,53,1,1,1,0
2026-08-05T02:05:11.946929+00:00,a55a25821000148a03cf00280003004e0027002400000cd700000001000100330001000100010000,5258,975,40,3,78,39,36,0,3287,0,1,1,51,1,1,1,0
2026-08-05T02:05:12.448946+00:00,a55a25821000148a03cf00290003004e0027002400000cd700000001000100340001000100010000,5258,975,41,3,78,39,36,0,3287,0,1,1,52,1,1,1,0
2026-08-05T02:05:13.051276+00:00,a55a25821000148a03cf001f0003004e0027002400000cd700000001000100350001000100010000,5258,975,31,3,78,39,36,0,3287,0,1,1,53,1,1,1,0
2026-08-05T02:05:13.653376+00:00,a55a25821000148b03cc00200003004e0027002400000cd700000001000100330001000100010000,5259,972,32,3,78,39,36,0,3287,0,1,1,51,1,1,1,0
2026-08-05T02:05:14.155212+00:00,a55a25821000148b03cf00210003004d0027002400000cd700000001000100340001000100010000,5259,975,33,3,77,39,36,0,3287,0,1,1,52,1,1,1,0
2026-08-05T02:05:14.757393+00:00,a55a25821000148c03cf00220003004d0027002400000cd800000001000100350001000100010000,5260,975,34,3,77,39,36,0,3288,0,1,1,53,1,1,1,0
2026-08-05T02:05:15.359733+00:00,a55a25821000148b03cf00230003004d0027002400000cd700000001000100330001000100010000,5259,975,35,3,77,39,36,0,3287,0,1,1,51,1,1,1,0
2026-08-05T02:05:15.861672+00:00,a55a25821000148c03cc00240003004d0027002400000cd800000001000100340001000100010000,5260,972,36,3,77,39,36,0,3288,0,1,1,52,1,1,1,0
2026-08-05T02:05:16.463831+00:00,a55a25821000148c03cc00250003004d0027002400000cd800000001000100350001000100010000,5260,972,37,3,77,39,36,0,3288,0,1,1,53,1,1,1,0
2026-08-05T02:05:17.066040+00:00,a55a25821000148c03cc00260003004d0027002400000cd800000001000100330001000100010000,5260,972,38,3,77,39,36,0,3288,0,1,1,51,1,1,1,0
2026-08-05T02:05:17.552601+00:00,a55a25821000148c03cc00270003004d0027002400000cd800000001000100340001000100010000,5260,972,39,3,77,39,36,0,3288,0,1,1,52,1,1,1,0
2026-08-05T02:05:18.154806+00:00,a55a25821000148c03cc00280003004d0027002400000cd800000001000100350001000100010000,5260,972,40,3,77,39,36,0,3288,0,1,1,53,1,1,1,0
2026-08-05T02:05:18.756939+00:00,a55a25821000148e03cc00290003004d0027002400000cd900000001000100330001000100010000,5262,972,41,3,77,39,36,0,3289,0,1,1,51,1,1,1,0
2026-08-05T02:05:19.258920+00:00,a55a25821000148d03cf001f0003004d0027002400000cd900000001000100340001000100010000,5261,975,31,3,77,39,36,0,3289,0,1,1,52,1,1,1,0
2026-08-05T02:05:19.861181+00:00,a55a25821000148d03cf00200003004d0027002400000cd900000001000100350001000100010000,5261,975,32,3,77,39,36,0,3289,0,1,1,53,1,1,1,0
2026-08-05T02:05:20.463420+00:00,a55a25821000148e03cf00210003004d0027002400000cd900000001000100330001000100010000,5262,975,33,3,77,39,36,0,3289,0,1,1,51,1,1,1,0
2026-08-05T02:05:20.965340+00:00,a55a25821000148e03cc00220003004d0027002400000cd900000001000100340001000100010000,5262,972,34,3,77,39,36,0,3289,0,1,1,52,1,1,1,0
2026-08-05T02:05:21.567681+00:00,a55a25821000148f03cc00230003004d0027002400000cda00000001000100350001000100010000,5263,972,35,3,77,39,36,0,3290,0,1,1,53,1,1,1,0
2026-08-05T02:05:22.169915+00:00,a55a25821000148f03c800240003004d0027002400000cda00000001000100330001000100010000,5263,968,36,3,77,39,36,0,3290,0,1,1,51,1,1,1,0
2026-08-05T02:05:22.671805+00:00,a55a25821000148f03cf00250003004d0027002400000cda00000001000100340001000100010000,5263,975,37,3,77,39,36,0,3290,0,1,1,52,1,1,1,0
2026-08-05T02:05:23.274204+00:00,a55a25821000148f03cf00260003004d0027002400000cda00000001000100350001000100010000,5263,975,38,3,77,39,36,0,3290,0,1,1,53,1,1,1,0
2026-08-05T02:05:23.876295+00:00,a55a25821000149003cc00270003004d0027002400000cda00000001000100330001000100010000,5264,972,39,3,77,39,36,0,3290,0,1,1,51,1,1,1,0
2026-08-05T02:05:24.378053+00:00,a55a25821000149003cc00280003004d0027002400000cda00000001000100340001000100010000,5264,972,40,3,77,39,36,0,3290,0,1,1,52,1,1,1,0
2026-08-05T02:05:24.980269+00:00,a55a25821000149003cc00290003004f0027002400000cda00000001000100350001000100010000,5264,972,41,3,79,39,36,0,3290,0,1,1,53,1,1,1,0
2026-08-05T02:05:25.582550+00:00,a55a25821000149003cf001f0003004f0027002400000cda00000001000100330001000100010000,5264,975,31,3,79,39,36,0,3290,0,1,1,51,1,1,1,0
2026-08-05T02:05:26.084420+00:00,a55a25821000149003cf00200003004f0027002400000cdb00000001000100340001000100010000,5264,975,32,3,79,39,36,0,3291,0,1,1,52,1,1,1,0
2026-08-05T02:05:26.686555+00:00,a55a25821000149103d300210003004f0027002400000cdb00000001000100350001000100010000,5265,979,33,3,79,39,36,0,3291,0,1,1,53,1,1,1,0
2026-08-05T02:05:27.271867+00:00,a55a25821000149103cc00220003004f0028002400000cdb00000001000100330001000100010000,5265,972,34,3,79,40,36,0,3291,0,1,1,51,1,1,1,0
2026-08-05T02:05:27.874071+00:00,a55a25821000149203cc00230003004f0028002400000cdc00000001000100340001000100010000,5266,972,35,3,79,40,36,0,3292,0,1,1,52,1,1,1,0
2026-08-05T02:05:28.375784+00:00,a55a25821000149203cf00240003004f0028002400000cdb00000001000100350001000100010000,5266,975,36,3,79,40,36,0,3291,0,1,1,53,1,1,1,0
2026-08-05T02:05:28.978003+00:00,a55a25821000149203cc00250003004f0028002400000cdb00000001000100330001000100010000,5266,972,37,3,79,40,36,0,3291,0,1,1,51,1,1,1,0
2026-08-05T02:05:29.580579+00:00,a55a25821000149203cc00260003004f0028002400000cdb00000001000100340001000100010000,5266,972,38,3,79,40,36,0,3291,0,1,1,52,1,1,1,0
2026-08-05T02:05:30.082579+00:00,a55a25821000149303cc00270003004d0028002400000cdc00000001000100350001000100010000,5267,972,39,3,77,40,36,0,3292,0,1,1,53,1,1,1,0
2026-08-05T02:05:30.684913+00:00,a55a25821000149303cc00280003004d0028002400000cdc00000001000100330001000100010000,5267,972,40,3,77,40,36,0,3292,0,1,1,51,1,1,1,0
2026-08-05T02:05:31.287242+00:00,a55a25821000149303cc00290003004d0028002400000cdc00000001000100340001000100010000,5267,972,41,3,77,40,36,0,3292,0,1,1,52,1,1,1,0
2026-08-05T02:05:31.789061+00:00,a55a25821000149403cf001f0003004d0028002400000cdd00000001000100350001000100010000,5268,975,31,3,77,40,36,0,3293,0,1,1,53,1,1,1,0
2026-08-05T02:05:32.391388+00:00,a55a25821000149303cf00200003004d0028002400000cdc00000001000100330001000100010000,5267,975,32,3,77,40,36,0,3292,0,1,1,51,1,1,1,0
2026-08-05T02:05:32.993680+00:00,a55a25821000149403cf00210003004d0028002400000cdd00000001000100340001000100010000,5268,975,33,3,77,40,36,0,3293,0,1,1,52,1,1,1,0
2026-08-05T02:05:33.495582+00:00,a55a25821000149403c800220003004d0028002400000cdd00000001000100350001000100010000,5268,968,34,3,77,40,36,0,3293,0,1,1,53,1,1,1,0
2026-08-05T02:05:34.097672+00:00,a55a25821000149403cf00230003004d0028002400000cdd00000001000100330001000100010000,5268,975,35,3,77,40,36,0,3293,0,1,1,51,1,1,1,0
2026-08-05T02:05:34.699800+00:00,a55a25821000149403cf00240003004d0028002400000cdd00000001000100340001000100010000,5268,975,36,3,77,40,36,0,3293,0,1,1,52,1,1,1,0
2026-08-05T02:05:35.201718+00:00,a55a25821000149503cf00250003004d0028002400000cdd00000001000100350001000100010000,5269,975,37,3,77,40,36,0,3293,0,1,1,53,1,1,1,0
2026-08-05T02:05:35.804089+00:00,a55a25821000149503cc00260003004d0028002400000cde00000001000100330001000100010000,5269,972,38,3,77,40,36,0,3294,0,1,1,51,1,1,1,0
2026-08-05T02:05:36.406378+00:00,a55a25821000149503cc00270003004d0028002400000cde00000001000100340001000100010000,5269,972,39,3,77,40,36,0,3294,0,1,1,52,1,1,1,0
2026-08-05T02:05:36.908269+00:00,a55a25821000149503c800280003004d0028002400000cdd00000001000100350001000100010000,5269,968,40,3,77,40,36,0,3293,0,1,1,53,1,1,1,0
2026-08-05T02:05:37.494715+00:00,a55a25821000149503d600290003004d0028002400000cdd00000001000100330001000100010000,5269,982,41,3,77,40,36,0,3293,0,1,1,51,1,1,1,0
2026-08-05T02:05:38.096701+00:00,a55a25821000149603d6001f0003004d0028002400000cde00000001000100340001000100010000,5270,982,31,3,77,40,36,0,3294,0,1,1,52,1,1,1,0
2026-08-05T02:05:38.598634+00:00,a55a25821000149603c800200004004d0028002400000cde00000001000100350001000100010000,5270,968,32,4,77,40,36,0,3294,0,1,1,53,1,1,1,0
2026-08-05T02:05:39.200782+00:00,a55a25821000149703cc00210004004d0028002400000cdf00000001000100330001000100010000,5271,972,33,4,77,40,36,0,3295,0,1,1,51,1,1,1,0
2026-08-05T02:05:39.803106+00:00,a55a25821000149703cc00220004004d0028002400000cde00000001000100340001000100010000,5271,972,34,4,77,40,36,0,3294,0,1,1,52,1,1,1,0
2026-08-05T02:05:40.305068+00:00,a55a25821000149703cf00230004004d0028002400000cdf00000001000100350001000100010000,5271,975,35,4,77,40,36,0,3295,0,1,1,53,1,1,1,0
2026-08-05T02:05:40.907305+00:00,a55a25821000149703c800240004004d0028002400000cdf00000001000100330001000100010000,5271,968,36,4,77,40,36,0,3295,0,1,1,51,1,1,1,0
2026-08-05T02:05:41.509628+00:00,a55a25821000149803c800250004004d0028002400000cdf00000001000100340001000100010000,5272,968,37,4,77,40,36,0,3295,0,1,1,52,1,1,1,0
2026-08-05T02:05:42.011376+00:00,a55a25821000149803cc00260004004d0028002400000cdf00000001000100350001000100010000,5272,972,38,4,77,40,36,0,3295,0,1,1,53,1,1,1,0
2026-08-05T02:05:42.613569+00:00,a55a25821000149803cf00270004004d0028002400000cdf00000001000100330001000100010000,5272,975,39,4,77,40,36,0,3295,0,1,1,51,1,1,1,0
2026-08-05T02:05:43.215733+00:00,a55a25821000149803cf00280004004d0028002400000cdf00000001000100340001000100010000,5272,975,40,4,77,40,36,0,3295,0,1,1,52,1,1,1,0
2026-08-05T02:05:43.717686+00:00,a55a25821000149903cf00290004004d0028002400000ce000000001000100350001000100010000,5273,975,41,4,77,40,36,0,3296,0,1,1,53,1,1,1,0
2026-08-05T02:05:44.319872+00:00,a55a25821000149903cf001f0004004d0028002400000ce000000001000100330001000100010000,5273,975,31,4,77,40,36,0,3296,0,1,1,51,1,1,1,0
2026-08-05T02:05:44.921923+00:00,a55a25821000149903cf00200004004d0028002400000ce000000001000100340001000100010000,5273,975,32,4,77,40,36,0,3296,0,1,1,52,1,1,1,0
2026-08-05T02:05:45.423975+00:00,a55a25821000149903cc00210004004d0028002400000ce000000001000100350001000100010000,5273,972,33,4,77,40,36,0,3296,0,1,1,53,1,1,1,0
2026-08-05T02:05:46.026064+00:00,a55a25821000149903cc00220004004d0028002400000ce000000001000100330001000100010000,5273,972,34,4,77,40,36,0,3296,0,1,1,51,1,1,1,0
2026-08-05T02:05:46.628189+00:00,a55a25821000149a03cc00230004004d0028002400000ce000000001000100340001000100010000,5274,972,35,4,77,40,36,0,3296,0,1,1,52,1,1,1,0
2026-08-05T02:05:47.130219+00:00,a55a25821000149a03cc00240004004d0028002400000ce100000001000100350001000100010000,5274,972,36,4,77,40,36,0,3297,0,1,1,53,1,1,1,0
2026-08-05T02:05:47.716847+00:00,a55a25821000149a03cf00250004004d0028002400000ce100000001000100330001000100010000,5274,975,37,4,77,40,36,0,3297,0,1,1,51,1,1,1,0
2026-08-05T02:05:48.319015+00:00,a55a25821000149a03cf00260004004d0028002400000ce100000001000100340001000100010000,5274,975,38,4,77,40,36,0,3297,0,1,1,52,1,1,1,0
2026-08-05T02:05:48.820918+00:00,a55a25821000149a03cc00270004004d0028002400000ce100000001000100350001000100010000,5274,972,39,4,77,40,36,0,3297,0,1,1,53,1,1,1,0
2026-08-05T02:05:49.423091+00:00,a55a25821000149b03cf00280004004d0028002400000ce100000001000100330001000100010000,5275,975,40,4,77,40,36,0,3297,0,1,1,51,1,1,1,0
2026-08-05T02:05:50.025456+00:00,a55a25821000149b03cf00290004004d0028002400000ce100000001000100340001000100010000,5275,975,41,4,77,40,36,0,3297,0,1,1,52,1,1,1,0
2026-08-05T02:05:50.527346+00:00,a55a25821000149b03cc001f0004004d0028002400000ce100000001000100350001000100010000,5275,972,31,4,77,40,36,0,3297,0,1,1,53,1,1,1,0
2026-08-05T02:05:51.129512+00:00,a55a25821000149c03c800200004004a0028002400000ce200000001000100330001000100010000,5276,968,32,4,74,40,36,0,3298,0,1,1,51,1,1,1,0
2026-08-05T02:05:51.731980+00:00,a55a25821000149b03c800210004004a0028002400000ce100000001000100340001000100010000,5275,968,33,4,74,40,36,0,3297,0,1,1,52,1,1,1,0
2026-08-05T02:05:52.233835+00:00,a55a25821000149c03cc00220004004a0028002400000ce200000001000100350001000100010000,5276,972,34,4,74,40,36,0,3298,0,1,1,53,1,1,1,0
2026-08-05T02:05:52.835915+00:00,a55a25821000149c03cc00230004004a0028002400000ce200000001000100330001000100010000,5276,972,35,4,74,40,36,0,3298,0,1,1,51,1,1,1,0
2026-08-05T02:05:53.437984+00:00,a55a25821000149d03c800240004004a0028002400000ce200000001000100340001000100010000,5277,968,36,4,74,40,36,0,3298,0,1,1,52,1,1,1,0
2026-08-05T02:05:53.939927+00:00,a55a25821000149d03cf00250004004a0028002400000ce200000001000100350001000100010000,5277,975,37,4,74,40,36,0,3298,0,1,1,53,1,1,1,0
2026-08-05T02:05:54.542178+00:00,a55a25821000149d03cf00260004004a0028002400000ce300000001000100330001000100010000,5277,975,38,4,74,40,36,0,3299,0,1,1,51,1,1,1,0
2026-08-05T02:05:55.144244+00:00,a55a25821000149d03c800270004004a0028002400000ce300000001000100340001000100010000,5277,968,39,4,74,40,36,0,3299,0,1,1,52,1,1,1,0
2026-08-05T02:05:55.646199+00:00,a55a25821000149d03cc00280004004a0028002400000ce300000001000100350001000100010000,5277,972,40,4,74,40,36,0,3299,0,1,1,53,1,1,1,0
2026-08-05T02:05:56.248304+00:00,a55a25821000149e03cc00290004004a0028002400000ce300000001000100330001000100010000,5278,972,41,4,74,40,36,0,3299,0,1,1,51,1,1,1,0
2026-08-05T02:05:56.850607+00:00,a55a25821000149e03cc001f0004004a0028002400000ce300000001000100340001000100010000,5278,972,31,4,74,40,36,0,3299,0,1,1,52,1,1,1,0
2026-08-05T02:05:57.436828+00:00,a55a25821000149e03cc00200004004a0028002400000ce300000001000100350001000100010000,5278,972,32,4,74,40,36,0,3299,0,1,1,53,1,1,1,0
2026-08-05T02:05:57.938787+00:00,a55a25821000149e03cc00210004004a0028002400000ce300000001000100330001000100010000,5278,972,33,4,74,40,36,0,3299,0,1,1,51,1,1,1,0
2026-08-05T02:05:58.541019+00:00,a55a25821000149e03cc00220004004a0028002400000ce300000001000100340001000100010000,5278,972,34,4,74,40,36,0,3299,0,1,1,52,1,1,1,0
2026-08-05T02:05:59.143265+00:00,a55a2582100014a003cc00230004004a0028002400000ce400000001000100350001000100010000,5280,972,35,4,74,40,36,0,3300,0,1,1,53,1,1,1,0
2026-08-05T02:05:59.645432+00:00,a55a25821000149e03cc00240004004a0028002400000ce300000001000100330001000100010000,5278,972,36,4,74,40,36,0,3299,0,1,1,51,1,1,1,0
2026-08-05T02:06:00.247728+00:00,a55a25821000149f03cc00250004004a0028002400000ce400000001000100340001000100010000,5279,972,37,4,74,40,36,0,3300,0,1,1,52,1,1,1,0
2026-08-05T02:06:00.849995+00:00,a55a25821000149f03cc00260004004a0028002400000ce400000001000100350001000100010000,5279,972,38,4,74,40,36,0,3300,0,1,1,53,1,1,1,0
2026-08-05T02:06:01.351813+00:00,a55a2582100014a003cc00270004004a0028002400000ce400000001000100330001000100010000,5280,972,39,4,74,40,36,0,3300,0,1,1,51,1,1,1,0
2026-08-05T02:06:01.953933+00:00,a55a2582100014a003cf00280004004a0028002400000ce400000001000100340001000100010000,5280,975,40,4,74,40,36,0,3300,0,1,1,52,1,1,1,0
2026-08-05T02:06:02.556186+00:00,a55a2582100014a003cf00290004004a0028002400000ce400000001000100350001000100010000,5280,975,41,4,74,40,36,0,3300,0,1,1,53,1,1,1,0
2026-08-05T02:06:03.058079+00:00,a55a2582100014a003cf001f0004004a0028002400000ce500000001000100330001000100010000,5280,975,31,4,74,40,36,0,3301,0,1,1,51,1,1,1,0
2026-08-05T02:06:03.660380+00:00,a55a2582100014a103cc00200004004a0028002400000ce500000001000100340001000100010000,5281,972,32,4,74,40,36,0,3301,0,1,1,52,1,1,1,0
2026-08-05T02:06:04.262663+00:00,a55a2582100014a103c800210004004a0028002400000ce500000001000100350001000100010000,5281,968,33,4,74,40,36,0,3301,0,1,1,53,1,1,1,0
2026-08-05T02:06:04.764499+00:00,a55a2582100014a103c800220004004a0028002400000ce500000001000100330001000100010000,5281,968,34,4,74,40,36,0,3301,0,1,1,51,1,1,1,0
2026-08-05T02:06:05.366779+00:00,a55a2582100014a103cf00230004004a0028002400000ce500000001000100340001000100010000,5281,975,35,4,74,40,36,0,3301,0,1,1,52,1,1,1,0
2026-08-05T02:06:05.969006+00:00,a55a2582100014a103c800240004004a0028002400000ce500000001000100350001000100010000,5281,968,36,4,74,40,36,0,3301,0,1,1,53,1,1,1,0
2026-08-05T02:06:06.470931+00:00,a55a2582100014a203c800250004004a0028002400000ce500000001000100330001000100010000,5282,968,37,4,74,40,36,0,3301,0,1,1,51,1,1,1,0
2026-08-05T02:06:07.073066+00:00,a55a2582100014a103c80026000400480028002400000ce500000001000100340001000100010000,5281,968,38,4,72,40,36,0,3301,0,1,1,52,1,1,1,0
2026-08-05T02:06:07.660096+00:00,a55a2582100014a203cc0027000400480028002400000ce600000001000100350001000100010000,5282,972,39,4,72,40,36,0,3302,0,1,1,53,1,1,1,0
2026-08-05T02:06:08.162174+00:00,a55a2582100014a203cc0028000400480028002400000ce500000001000100330001000100010000,5282,972,40,4,72,40,36,0,3301,0,1,1,51,1,1,1,0
2026-08-05T02:06:08.764290+00:00,a55a2582100014a303c80029000400480028002400000ce600000001000100340001000100010000,5283,968,41,4,72,40,36,0,3302,0,1,1,52,1,1,1,0
2026-08-05T02:06:09.366331+00:00,a55a2582100014a203c8001f000400480028002400000ce600000001000100350001000100010000,5282,968,31,4,72,40,36,0,3302,0,1,1,53,1,1,1,0
2026-08-05T02:06:09.868420+00:00,a55a2582100014a303c80020000400480028002400000ce600000001000100330001000100010000,5283,968,32,4,72,40,36,0,3302,0,1,1,51,1,1,1,0
2026-08-05T02:06:10.470675+00:00,a55a2582100014a303c80021000400480028002400000ce600000001000100340001000100010000,5283,968,33,4,72,40,36,0,3302,0,1,1,52,1,1,1,0
2026-08-05T02:06:11.072927+00:00,a55a2582100014a303c80022000400480028002400000ce600000001000100350001000100010000,5283,968,34,4,72,40,36,0,3302,0,1,1,53,1,1,1,0
2026-08-05T02:06:11.574783+00:00,a55a2582100014a303c80023000400480028002400000ce600000001000100330001000100010000,5283,968,35,4,72,40,36,0,3302,0,1,1,51,1,1,1,0
2026-08-05T02:06:12.177018+00:00,a55a2582100014a303c80024000400480028002400000ce600000001000100340001000100010000,5283,968,36,4,72,40,36,0,3302,0,1,1,52,1,1,1,0
2026-08-05T02:06:12.779241+00:00,a55a2582100014a403cc0025000400460028002400000ce700000001000100350001000100010000,5284,972,37,4,70,40,36,0,3303,0,1,1,53,1,1,1,0
2026-08-05T02:06:13.281131+00:00,a55a2582100014a403cc0026000400460028002400000ce700000001000100330001000100010000,5284,972,38,4,70,40,36,0,3303,0,1,1,51,1,1,1,0
2026-08-05T02:06:13.883639+00:00,a55a2582100014a403cf0027000400460028002400000ce700000001000100340001000100010000,5284,975,39,4,70,40,36,0,3303,0,1,1,52,1,1,1,0
