ts,soc,battery_voltage,battery_current,charge_power,grid_import_power,cycle_count,soh,temp_battery
2026-08-05T02:18:34.266854+00:00,11.0,53.300000000000004,9.58,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:18:44.315714+00:00,11.0,53.300000000000004,9.58,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:18:54.361278+00:00,11.0,53.300000000000004,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:19:04.408061+00:00,11.0,53.300000000000004,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:19:14.455719+00:00,11.0,53.300000000000004,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:19:24.503524+00:00,11.0,53.300000000000004,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:19:34.552207+00:00,11.0,53.300000000000004,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:19:44.596690+00:00,11.0,53.300000000000004,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:19:54.643403+00:00,12.0,53.300000000000004,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:20:04.687881+00:00,12.0,53.300000000000004,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:20:14.729940+00:00,12.0,53.300000000000004,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:20:24.770493+00:00,12.0,53.400000000000006,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:20:34.812140+00:00,12.0,53.400000000000006,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:20:44.861325+00:00,12.0,53.400000000000006,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:20:54.909094+00:00,12.0,53.400000000000006,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:21:04.961453+00:00,12.0,53.400000000000006,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:21:15.004849+00:00,12.0,53.400000000000006,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:21:25.052285+00:00,13.0,53.400000000000006,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:21:35.097213+00:00,13.0,53.400000000000006,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:21:45.142901+00:00,13.0,53.400000000000006,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:21:55.187280+00:00,13.0,53.5,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:22:05.232218+00:00,13.0,53.5,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:22:15.277794+00:00,13.0,53.5,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:22:25.320741+00:00,13.0,53.400000000000006,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:22:35.368454+00:00,13.0,53.400000000000006,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:22:45.419974+00:00,13.0,53.400000000000006,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:22:55.469979+00:00,13.0,53.5,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:23:05.520713+00:00,13.0,53.5,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:23:15.569456+00:00,13.0,53.5,9.620000000000001,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:23:25.613056+00:00,14.0,53.5,9.55,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:23:35.661427+00:00,14.0,53.5,9.55,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:23:45.712856+00:00,14.0,53.5,9.55,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:23:55.757512+00:00,14.0,53.6,9.58,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:24:05.802833+00:00,14.0,53.6,9.58,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:24:15.852864+00:00,14.0,53.6,9.58,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:24:25.898153+00:00,14.0,53.6,9.55,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:24:35.944587+00:00,14.0,53.6,9.55,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:24:45.989518+00:00,14.0,53.6,9.55,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:24:56.032906+00:00,15.0,53.6,9.55,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:25:06.079900+00:00,15.0,53.6,9.55,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:25:16.125877+00:00,15.0,53.6,9.55,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:25:26.167402+00:00,15.0,53.7,9.58,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:25:36.215184+00:00,15.0,53.7,9.58,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:25:46.262949+00:00,15.0,53.7,9.58,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:25:56.310266+00:00,15.0,53.7,9.51,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:26:06.362260+00:00,15.0,53.7,9.51,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:26:16.414007+00:00,15.0,53.7,9.51,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:26:26.462808+00:00,16.0,53.7,9.55,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:26:36.511666+00:00,16.0,53.7,9.55,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:26:46.554491+00:00,16.0,53.7,9.55,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:26:56.589374+00:00,16.0,53.7,9.51,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:27:06.621269+00:00,16.0,53.7,9.51,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:27:16.651435+00:00,16.0,53.7,9.51,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:27:26.683464+00:00,16.0,53.800000000000004,9.48,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:27:36.712263+00:00,16.0,53.800000000000004,9.48,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:27:46.746092+00:00,16.0,53.800000000000004,9.48,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:27:56.778328+00:00,16.0,53.800000000000004,9.55,5000.0,6000.0,53.0,87.0,34.0
2026-08-05T02:28:06.809104+00:00,16.0,53.800000000000004,9.55,5000.0,6000.0,53.0,87.0,34.0
